City_Id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
379,Burkburnett,90,US,1560103356,73,34.1,-98.57,78.01,24.16
380,Sendai,100,JP,1560103381,90,38.27,140.87,57.0,4.47
381,Falmouth,40,GB,1560103382,58,50.16,-5.07,59.0,6.93
382,Viedma,9,AR,1560103382,43,-40.81,-62.99,62.44,16.8
383,Yumen,2,CN,1560103382,33,40.29,97.04,71.8,9.84
384,Iranduba,75,BR,1560103382,78,-3.28,-60.19,80.6,2.24
385,Khatanga,97,RU,1560103383,80,71.98,102.47,43.72,11.92
386,Santa Cruz Cabralia,20,BR,1560103383,61,-16.28,-39.02,78.8,9.17
387,Alegrete,20,BR,1560103383,75,-29.79,-55.79,75.58,12.12
388,Sohag,0,EG,1560103383,32,26.55,31.7,93.2,6.93
389,Roberval,75,CA,1560103383,67,48.51,-72.22,62.6,9.17
390,Auckland,100,NZ,1560103279,84,-36.85,174.77,55.0,1.01
391,Colac,100,AU,1560103384,91,-38.34,143.59,57.99,5.01
392,Khetri,0,IN,1560103384,11,28.0,75.78,99.7,3.24
393,Enshi,40,CN,1560103384,93,30.29,109.48,60.1,1.74
394,Port Macquarie,0,AU,1560103384,93,-31.43,152.91,48.99,1.12
395,Minab,0,IR,1560103384,41,27.15,57.07,98.6,2.24
396,Valparaiso,90,US,1560103385,64,41.47,-87.06,71.01,5.53
397,Faxinal,1,BR,1560103385,50,-24.0,-51.32,73.6,6.26
398,Scarborough,90,GB,1560103385,55,54.28,-0.41,64.0,3.36
399,Rio Branco,75,BR,1560103385,78,-9.98,-67.82,82.4,4.7
400,Udachnyy,90,RU,1560103436,82,66.42,112.4,55.4,4.47
401,Talavera,75,PH,1560103437,78,15.58,120.92,82.4,6.93
402,Fuerte Olimpo,0,BR,1560103437,35,-21.04,-57.87,89.08,7.25
403,Kargopol,45,RU,1560103437,63,61.51,38.95,72.52,5.35
404,Kapuskasing,75,CA,1560103437,32,49.42,-82.43,80.6,11.41
405,Kumluca,9,TR,1560103437,67,36.37,30.29,59.92,2.89
406,Boa Vista,75,BR,1560103157,78,2.82,-60.67,78.8,2.24
407,Honningsvag,99,NO,1560103438,83,70.98,25.97,40.3,22.97
408,Bontang,97,ID,1560103438,99,0.12,117.47,70.72,1.74
409,Aitape,98,PG,1560103438,83,-3.15,142.36,79.72,5.91
410,Antalaha,77,MG,1560103438,98,-14.9,50.28,65.5,3.04
411,Konongo,87,GH,1560103439,96,6.62,-1.21,76.48,3.2
412,Murovane,40,UA,1560103439,78,50.41,24.11,71.6,8.95
413,Atasu,10,KZ,1560103439,82,48.68,71.64,52.0,7.92
414,Bokajan,78,IN,1560103439,89,26.02,93.78,75.76,1.5
415,Amstetten,97,AT,1560103439,41,48.12,14.88,78.8,10.29
416,Moussoro,49,TD,1560103439,39,13.64,16.49,93.04,11.25
417,Riberalta,90,BO,1560103439,88,-11.0,-66.08,78.8,9.17
418,Tengzhou,46,CN,1560103440,55,35.11,117.16,70.54,3.98
419,Acapulco,20,MX,1560103440,70,16.86,-99.88,89.6,5.82
420,Molochnoye,74,UA,1560103440,83,44.91,34.04,69.64,3.51
421,Wichita Falls,75,US,1560103373,73,33.91,-98.49,78.01,24.16
422,Takoradi,99,GH,1560103440,83,4.89,-1.75,78.82,5.32
423,Tura,35,IN,1560103440,82,25.52,90.21,81.34,8.14
424,Kattivakkam,40,IN,1560103440,63,13.22,80.32,91.4,10.29
425,Lianran,0,CN,1560103441,56,24.92,102.47,72.0,15.66
426,Pombal,47,BR,1560103225,31,-6.77,-37.8,91.96,7.34
427,Sigli,100,ID,1560103441,92,5.38,95.96,76.48,1.88
428,Praia da Vitoria,20,PT,1560103441,64,38.73,-27.07,69.8,8.61
429,Banjar,97,ID,1560103441,97,-7.37,108.54,71.26,1.52
430,Mayo,75,CA,1560103441,81,63.59,-135.9,53.6,4.52
431,Los Llanos de Aridane,75,ES,1560103442,68,28.66,-17.92,69.8,16.11
432,Raymond,20,US,1560103442,34,43.04,-71.18,82.0,3.11
433,Puerto Madryn,100,AR,1560103442,23,-42.77,-65.04,57.04,25.32
434,Coihaique,90,CL,1560103442,86,-45.58,-72.07,37.4,4.7
435,Vila Franca do Campo,20,PT,1560103442,72,37.72,-25.43,68.0,9.17
436,Carballo,20,ES,1560103443,72,43.21,-8.69,60.01,8.05
437,Bisira,91,PA,1560103443,63,8.52,-81.71,85.48,1.19
438,Igarka,8,RU,1560103443,91,67.47,86.57,35.26,8.61
439,Ulaangom,99,MN,1560103443,39,49.98,92.07,67.12,11.92
440,Yarim,72,YE,1560103443,81,14.3,44.38,70.36,4.43
441,El Sauzal,40,AR,1560103444,59,-24.3,-64.96,62.6,8.05
442,Tapes,34,BR,1560103426,77,-30.67,-51.4,69.82,9.01
443,Nuevo Ideal,40,MX,1560103444,33,24.89,-105.07,80.8,6.76
444,Teykovo,68,RU,1560103444,72,56.86,40.54,71.62,3.53
445,Arman,97,RU,1560103444,87,59.7,150.17,42.64,0.67
446,Gazli,81,UZ,1560103444,22,40.13,63.45,76.3,11.79
447,Kupang,6,ID,1560103445,81,-10.16,123.6,80.44,18.92
448,Tiarei,75,PF,1560103445,78,-17.53,-149.33,78.8,2.24
449,Gonbad-e Qabus,75,IR,1560103445,54,37.25,55.17,80.6,6.93
450,Ostersund,0,SE,1560103240,71,63.18,14.64,57.2,9.17
451,Fairview,75,US,1560103498,31,40.81,-74.0,80.01,13.87
452,Pevek,0,RU,1560103498,78,69.7,170.27,38.32,2.15
453,Maracacume,87,BR,1560103402,74,-2.04,-45.96,86.02,3.29
454,Namatanai,25,PG,1560103498,85,-3.66,152.44,79.18,6.6
455,Geraldton,75,CA,1560103498,36,49.72,-86.95,78.8,14.99
456,Zlatica,1,ME,1560103498,78,43.11,19.27,62.26,4.43
457,Vanderhoof,64,CA,1560103499,37,54.02,-124.02,58.66,5.77
458,Celestun,69,MX,1560103499,72,20.87,-90.4,86.92,9.69
459,Alice Springs,30,AU,1560103213,71,-23.7,133.88,57.2,6.93
460,Cuauhtemoc,0,MX,1560103242,40,28.72,-111.63,96.01,4.0
461,Coria,0,ES,1560103499,33,39.98,-6.54,66.0,10.92
462,Moyale,30,ET,1560103499,69,3.52,39.05,72.34,2.98
463,Shenjiamen,100,CN,1560103499,96,29.96,122.3,69.46,4.32
464,Mocuba,4,MZ,1560103500,95,-16.84,36.99,63.34,4.54
465,Oudtshoorn,0,ZA,1560103500,59,-33.59,22.2,62.6,6.93
466,Mosetse,0,BW,1560103500,57,-20.64,26.64,64.96,15.66
467,Brae,98,GB,1560103500,81,60.4,-1.35,50.0,10.29
468,Suhbaatar,83,MN,1560103500,51,50.23,106.21,63.7,2.98
469,Gladstone,0,AU,1560103500,87,-23.84,151.26,62.01,5.82
470,Defiance,90,US,1560103501,83,41.28,-84.36,77.0,8.05
471,Katsuura,75,JP,1560103501,83,33.93,134.5,69.8,2.24
472,Olga,1,US,1560103501,54,34.11,-118.17,88.0,7.81
473,Necochea,0,AR,1560103501,38,-38.55,-58.74,69.01,14.0
474,Erzin,75,TR,1560103501,74,36.95,36.2,79.0,4.7
475,Antofagasta,0,CL,1560103501,63,-23.65,-70.4,60.8,10.29
476,Launceston,90,AU,1560103502,100,-41.43,147.14,52.0,11.41
477,Bouloupari,90,NC,1560103215,87,-21.87,166.05,60.8,6.26
478,Gorontalo,59,ID,1560103502,85,0.54,123.06,77.2,2.21
479,Krasnyy Oktyabr,27,RU,1560103502,73,56.12,38.88,70.9,4.09
480,Teruel,0,ES,1560103502,28,40.34,-1.11,73.4,2.24
481,Sompeta,100,IN,1560103394,72,18.93,84.6,86.02,10.92
482,Semporna,40,MY,1560103502,94,4.48,118.61,77.0,2.24
483,Shirokiy,90,RU,1560103502,53,53.87,39.17,73.0,4.34
484,Katobu,100,ID,1560103503,95,-4.94,122.53,75.4,4.09
485,Mabasa,62,PH,1560103503,87,16.32,121.12,66.58,2.13
486,George,75,NG,1560103503,83,6.63,3.35,80.6,9.17
487,Ulladulla,74,AU,1560103503,76,-35.36,150.48,55.4,9.17
488,Vikhorevka,100,RU,1560103503,77,56.12,101.17,59.0,4.47
489,Maragogi,30,BR,1560103490,71,-9.01,-35.22,81.7,10.4
490,Qiqihar,22,CN,1560103504,78,47.35,123.91,60.82,2.26
491,Katangli,98,RU,1560103504,91,51.71,143.23,42.1,4.88
492,Tucuman,0,PE,1560103504,25,-17.17,-70.89,67.66,8.05
493,Beloha,9,MG,1560103504,75,-25.17,45.06,66.58,16.17
494,Thunder Bay,75,CA,1560103294,56,48.41,-89.26,75.0,11.41
495,Mirpur Mathelo,0,PK,1560103504,8,28.02,69.55,107.62,9.51
496,Kimbe,60,PG,1560103504,86,-5.56,150.15,76.84,4.23
497,Contamana,85,PE,1560103505,63,-7.35,-75.01,76.84,3.13
498,Fairhope,1,US,1560103505,62,30.52,-87.9,91.4,10.4
499,Sorong,100,ID,1560103505,93,-0.86,131.25,76.84,2.24
500,Veraval,90,FR,1560103556,72,49.65,0.71,62.6,6.93
501,Cairns,40,AU,1560103349,88,-16.92,145.77,71.6,10.29
502,Turukhansk,32,RU,1560103557,89,65.8,87.96,36.7,7.83
503,Ardmore,75,US,1560103557,78,34.99,-86.85,84.99,8.05
504,Kutum,77,SD,1560103557,21,14.2,24.66,89.62,9.28
505,Mtambile,0,TZ,1560103557,71,-5.38,39.7,82.24,23.15
506,Aswan,0,EG,1560103557,12,24.09,32.9,98.6,12.75
507,Nahan,5,IN,1560103557,33,30.56,77.29,87.8,1.12
508,Adoni,99,IN,1560103558,40,15.63,77.27,94.48,10.71
509,Itarare,6,BR,1560103258,53,-24.11,-49.33,73.06,8.16
510,Northam,20,GB,1560103558,77,51.04,-4.21,60.8,8.05
511,Wagar,5,US,1560103558,61,31.44,-87.99,88.0,1.99
512,Eenhana,0,NA,1560103558,13,-17.48,16.34,80.6,4.7
513,Timaru,99,NZ,1560103558,36,-44.39,171.25,54.0,4.0
514,Taksimo,50,RU,1560103558,69,56.36,114.84,50.2,3.51
515,Chara,20,GR,1560103559,45,39.42,22.43,91.4,8.05
516,Kannod,46,IN,1560103559,16,22.67,76.74,101.68,11.12
517,Naron,20,ES,1560103559,72,43.52,-8.15,60.01,8.05
518,Xuddur,84,SO,1560103559,65,4.12,43.89,79.18,21.97
519,Abu Samrah,32,SY,1560103559,51,35.3,37.18,82.06,18.39
520,Sioux Lookout,90,CA,1560103509,93,50.1,-91.92,51.8,11.41
521,Vila Velha,20,BR,1560103559,62,-3.71,-38.6,86.0,12.75
522,Coos Bay,1,US,1560103446,59,43.37,-124.22,70.0,8.05
523,Gushikawa,90,JP,1560103560,94,26.35,127.87,75.2,9.17
524,Smithers,90,CA,1560103560,62,54.78,-127.17,51.8,3.36
525,Ginir,100,ET,1560103560,95,7.14,40.71,59.56,6.4
526,San Quintin,93,PH,1560103560,84,17.54,120.52,80.08,3.36
527,Xingyi,67,CN,1560103560,91,24.19,102.82,62.26,4.81
528,Labuhan,85,ID,1560103560,96,-2.54,115.51,74.14,0.16
529,Mabaruma,72,GY,1560103560,88,8.2,-59.78,81.7,4.38
530,Tarrafal,20,CV,1560103561,42,15.28,-23.77,86.0,16.11
531,Slave Lake,1,CA,1560103561,62,55.28,-114.77,51.8,4.7
532,Nusaybin,37,TR,1560103561,19,37.08,41.21,93.22,5.97
533,Benjamin Aceval,75,PY,1560103561,73,-24.97,-57.57,75.2,6.93
534,Saryg-Sep,57,RU,1560103561,39,51.49,95.55,58.48,1.32
535,Chor,21,PK,1560103561,31,25.52,69.77,99.7,15.35
536,Pangnirtung,40,CA,1560103561,86,66.15,-65.72,41.0,11.41
537,Barmer,45,IN,1560103562,31,25.74,71.4,100.06,19.69
538,Novoagansk,100,RU,1560103562,55,61.94,76.66,52.54,6.33
539,Sa Kaeo,98,TH,1560103562,85,13.8,102.09,79.18,2.08
540,Maple Creek,6,CA,1560103320,38,49.91,-109.46,62.62,14.2
541,Copiapo,75,CL,1560103562,66,-27.37,-70.33,55.4,2.24
542,Tuatapere,96,NZ,1560103562,71,-46.13,167.69,52.0,25.72
543,Sar-e Pul,0,AF,1560103562,20,36.22,65.93,81.34,15.59
544,At-Bashi,100,KG,1560103563,61,41.17,75.81,45.34,4.23
545,El Alto,20,BO,1560103563,14,-16.5,-68.19,59.0,8.05
546,Lethem,100,GY,1560103563,58,3.38,-59.8,86.38,10.63
547,Vestmannaeyjar,40,IS,1560103563,76,63.44,-20.27,51.8,13.87
548,Oistins,40,BB,1560103564,66,13.07,-59.53,87.8,25.28
549,Bang Saphan,100,TH,1560103564,79,11.21,99.51,81.7,7.96
550,Coahuayana,100,MX,1560103617,40,18.62,-100.35,97.0,2.66
551,Athabasca,48,CA,1560103597,36,54.72,-113.29,57.76,9.44
552,Lawrenceburg,20,US,1560103617,74,35.24,-87.33,84.0,3.15
553,Ostrovnoy,74,RU,1560103618,83,68.05,39.51,37.96,15.1
