City_Id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
338,Alofi,1,NU,1560103323,88,-19.06,-169.92,71.6,3.36
339,Santiago del Estero,0,AR,1560103221,44,-27.8,-64.26,71.62,13.15
340,Moerai,84,PF,1560103323,85,-22.43,-151.33,76.48,6.87
341,San Vicente,40,SV,1560103324,70,13.64,-88.78,89.6,6.93
342,Lichtenburg,0,ZA,1560103324,34,-26.15,26.16,53.44,8.55
343,Andros Town,75,BS,1560103324,70,24.73,-77.79,84.2,12.75
344,Surt,0,LY,1560103325,66,31.21,16.59,75.94,8.9
345,Farah,0,AF,1560103325,12,32.37,62.11,90.7,12.55
346,Luoyang,100,CN,1560103325,37,34.66,112.42,73.24,6.67
347,Faya,40,SA,1560103325,64,18.39,42.45,80.6,4.7
348,Kalmunai,100,LK,1560103325,77,7.42,81.82,78.1,4.0
349,Saint-Augustin,0,FR,1560103326,60,44.83,-0.61,70.0,16.11
350,Coquimbo,75,CL,1560103376,81,-29.95,-71.34,66.99,6.93
351,Khasan,100,RU,1560103377,98,42.43,130.64,52.72,3.42
352,Cap Malheureux,75,MU,1560103377,78,-19.98,57.61,75.2,6.93
353,Elizabeth City,90,US,1560103377,88,36.3,-76.22,84.99,7.58
354,Vardo,90,US,1560103377,94,39.62,-77.74,80.6,11.41
355,Itarema,85,BR,1560103377,68,-2.92,-39.92,86.38,8.5
356,Watsa,80,CD,1560103377,96,3.04,29.53,67.48,1.12
357,Vostok,15,RU,1560103377,93,46.45,135.83,50.92,3.4
358,Bereda,20,ES,1560103378,72,43.27,-7.54,59.0,8.05
359,Koraput,96,IN,1560103378,37,18.81,82.72,92.32,10.78
360,Pimentel,93,BR,1560103378,54,-3.7,-45.5,89.26,5.55
361,Pandan,100,PH,1560103378,77,11.72,122.09,83.32,7.07
362,Berdigestyakh,100,RU,1560103378,41,62.1,126.7,61.0,7.85
363,Daru,97,SL,1560103379,94,7.99,-10.85,78.64,3.0
364,Sur,12,OM,1560103379,36,22.57,59.53,97.9,11.61
365,Lavrentiya,73,RU,1560103379,73,65.58,-170.99,48.94,0.43
366,Caravelas,1,BR,1560103379,62,-17.73,-39.27,79.36,8.5
367,Bilibino,89,RU,1560103380,70,68.06,166.44,50.56,4.76
368,Ossora,100,RU,1560103380,98,59.24,163.07,41.2,3.02
369,Amuntai,64,ID,1560103380,99,-2.42,115.25,73.42,1.36
370,Hirara,100,JP,1560103380,87,24.8,125.28,82.42,19.17
371,Shetpe,5,KZ,1560103380,28,44.14,52.16,82.06,14.41
372,Noumea,90,NC,1560103380,87,-22.28,166.46,60.8,10.47
373,Saint-Joseph,0,FR,1560103381,42,43.56,6.97,82.4,2.24
374,Cheyenne,40,US,1560103381,25,41.14,-104.82,62.01,10.29
375,Abalak,51,NE,1560103381,19,15.46,6.28,101.5,12.62
376,Chapais,1,CA,1560103381,34,49.78,-74.86,82.4,5.82
377,Monastyrshchina,94,RU,1560103381,83,54.35,31.84,68.02,3.36
378,Natchitoches,75,US,1560103243,52,31.76,-93.09,91.4,3.36
